Date,PriceCut,RegionID,RegionName,SizeRank
2010-10,14.162261506,54,Texas,2
2010-10,13.329524444,43,New York,3
2010-10,13.219554613,14,Florida,4
2010-10,16.049405042,21,Illinois,5
2010-10,15.746065297,47,Pennsylvania,6
2010-10,15.159394076,44,Ohio,7
2010-10,13.917317849,30,Michigan,8
2010-10,13.538335998,16,Georgia,9
2010-10,12.069961570,36,North Carolina,10
2010-10,14.654226125,40,New Jersey,11
2010-10,14.354435251,56,Virginia,12
2010-10,15.902231165,59,Washington,13
2010-10,17.785214604,26,Massachusetts,14
2010-10,13.301045309,22,Indiana,15
2010-10,20.949324673,8,Arizona,16
2010-10,13.806085466,53,Tennessee,17
2010-10,15.821108237,32,Missouri,18
2010-10,16.981924296,27,Maryland,19
2010-10,12.668058141,60,Wisconsin,20
2010-10,17.930669611,31,Minnesota,21
2010-10,16.374188831,10,Colorado,22
2010-10,12.358499392,4,Alabama,23
2010-10,11.630399087,51,South Carolina,24
2010-10,10.778947368,25,Louisiana,25
2010-10,13.270856544,24,Kentucky,26
2010-10,16.351145839,46,Oregon,27
2010-10,12.577625359,45,Oklahoma,28
2010-10,15.914956372,11,Connecticut,29
2010-10,13.719970881,19,Iowa,30
2010-10,11.443722203,34,Mississippi,31
2010-10,9.970881497,6,Arkansas,32
2010-10,15.570843856,23,Kansas,33
2010-10,15.176761991,55,Utah,34
2010-10,15.056331301,42,Nevada,35
2010-10,13.433300149,41,New Mexico,36
2010-10,10.321203953,61,West Virginia,37
2010-10,16.006467259,38,Nebraska,38
2010-10,14.539861574,20,Idaho,39
2010-10,9.706314244,18,Hawaii,40
2010-10,11.190885896,28,Maine,41
2010-10,14.074674313,39,New Hampshire,42
2010-10,16.914013821,50,Rhode Island,43
2010-10,8.636298319,35,Montana,44
2010-10,17.423484697,13,Delaware,45
2010-10,12.591857001,52,South Dakota,46
2010-10,15.257469803,3,Alaska,47
2010-10,13.229214515,37,North Dakota,48
2010-10,8.705169220,58,Vermont,49
2010-10,17.286189181,12,District of Columbia,50
2010-10,10.207528958,62,Wyoming,51
2010-11,13.518887671,9,California,1
2010-11,11.818354273,54,Texas,2
2010-11,10.541274712,43,New York,3
2010-11,11.760082768,14,Florida,4
2010-11,12.403204400,21,Illinois,5
2010-11,12.236817842,47,Pennsylvania,6
2010-11,11.713034242,44,Ohio,7
2010-11,11.605681295,30,Michigan,8
2010-11,11.811491285,16,Georgia,9
2010-11,9.504653522,36,North Carolina,10
2010-11,11.532888329,40,New Jersey,11
2010-11,12.463495735,56,Virginia,12
2010-11,12.909547818,59,Washington,13
2010-11,13.245756900,26,Massachusetts,14
2010-11,10.394773644,22,Indiana,15
2010-11,17.936260422,8,Arizona,16
2010-11,10.937161821,53,Tennessee,17
2010-11,12.220580835,32,Missouri,18
2010-11,14.003255562,27,Maryland,19
2010-11,10.222573944,60,Wisconsin,20
2010-11,14.370134802,31,Minnesota,21
2010-11,13.325610207,10,Colorado,22
2010-11,10.066163725,4,Alabama,23
2010-11,10.240920789,51,South Carolina,24
2010-11,9.680007551,25,Louisiana,25
2010-11,10.536424750,24,Kentucky,26
2010-11,13.720550372,46,Oregon,27
2010-11,10.342641605,45,Oklahoma,28
2010-11,12.704651767,11,Connecticut,29
2010-11,11.109454961,19,Iowa,30
2010-11,9.300377042,34,Mississippi,31
2010-11,9.139620998,6,Arkansas,32
2010-11,12.244802834,23,Kansas,33
2010-11,12.286049238,55,Utah,34
2010-11,14.772918655,42,Nevada,35
2010-11,12.010561566,41,New Mexico,36
2010-11,9.251000572,61,West Virginia,37
2010-11,14.058106842,38,Nebraska,38
2010-11,12.030840071,20,Idaho,39
2010-11,9.374522098,18,Hawaii,40
2010-11,9.002574003,28,Maine,41
2010-11,10.454127838,39,New Hampshire,42
2010-11,14.478672986,50,Rhode Island,43
2010-11,8.708546778,35,Montana,44
2010-11,13.861997940,13,Delaware,45
2010-11,9.458591911,52,South Dakota,46
2010-11,12.976385317,3,Alaska,47
2010-11,11.573409852,37,North Dakota,48
2010-11,6.671461967,58,Vermont,49
2010-11,14.860194785,12,District of Columbia,50
2010-11,8.556149733,62,Wyoming,51
2010-12,12.959021706,9,California,1
2010-12,10.161827701,54,Texas,2
2010-12,7.615706688,43,New York,3
2010-12,11.757878190,14,Florida,4
2010-12,10.719031448,21,Illinois,5
2010-12,9.328008567,47,Pennsylvania,6
2010-12,9.497179537,44,Ohio,7
2010-12,10.939874979,30,Michigan,8
2010-12,11.117824244,16,Georgia,9
2010-12,8.320452676,36,North Carolina,10
2010-12,8.357711028,40,New Jersey,11
2010-12,10.412209600,56,Virginia,12
2010-12,12.321498859,59,Washington,13
2010-12,10.805144634,26,Massachusetts,14
2010-12,9.189097249,22,Indiana,15
2010-12,17.738454337,8,Arizona,16
2010-12,9.160419342,53,Tennessee,17
2010-12,11.445267241,32,Missouri,18
2010-12,12.792760823,27,Maryland,19
2010-12,9.040257714,60,Wisconsin,20
2010-12,12.865832378,31,Minnesota,21
2010-12,11.121637293,10,Colorado,22
2010-12,8.499277755,4,Alabama,23
2010-12,8.929184821,51,South Carolina,24
2010-12,8.881019830,25,Louisiana,25
2010-12,8.151558074,24,Kentucky,26
2010-12,13.005864251,46,Oregon,27
2010-12,8.554240124,45,Oklahoma,28
2010-12,8.893273791,11,Connecticut,29
2010-12,8.533048390,19,Iowa,30
2010-12,8.578143361,34,Mississippi,31
2010-12,8.157266996,6,Arkansas,32
2010-12,10.236567566,23,Kansas,33
2010-12,10.890632210,55,Utah,34
2010-12,14.165306505,42,Nevada,35
2010-12,10.140435223,41,New Mexico,36
2010-12,6.762319181,61,West Virginia,37
2010-12,9.775904605,38,Nebraska,38
2010-12,10.835638603,20,Idaho,39
2010-12,9.118063198,18,Hawaii,40
2010-12,7.980467388,28,Maine,41
2010-12,9.518804895,39,New Hampshire,42
2010-12,9.814023624,50,Rhode Island,43
2010-12,7.113625421,35,Montana,44
2010-12,10.825822679,13,Delaware,45
2010-12,7.646304998,52,South Dakota,46
2010-12,10.436097807,3,Alaska,47
2010-12,7.708014293,37,North Dakota,48
2010-12,6.239428679,58,Vermont,49
2010-12,12.286002014,12,District of Columbia,50
2010-12,7.355809418,62,Wyoming,51
2011-01,15.588309281,9,California,1
2011-01,12.711031623,54,Texas,2
2011-01,9.967490592,43,New York,3
2011-01,13.949285764,14,Florida,4
2011-01,15.101690569,21,Illinois,5
2011-01,12.071028847,47,Pennsylvania,6
2011-01,13.063039835,44,Ohio,7
2011-01,12.450352931,30,Michigan,8
2011-01,13.359103141,16,Georgia,9
2011-01,11.336486596,36,North Carolina,10
2011-01,11.424005361,40,New Jersey,11
2011-01,13.504081664,56,Virginia,12
2011-01,15.025576520,59,Washington,13
2011-01,12.879807082,26,Massachusetts,14
2011-01,12.508604371,22,Indiana,15
2011-01,19.995347815,8,Arizona,16
2011-01,11.195990217,53,Tennessee,17
2011-01,13.422435853,32,Missouri,18
2011-01,15.212437104,27,Maryland,19
2011-01,11.280023071,60,Wisconsin,20
2011-01,15.820849101,31,Minnesota,21
2011-01,13.758454106,10,Colorado,22
2011-01,11.005935325,4,Alabama,23
2011-01,11.549139367,51,South Carolina,24
2011-01,11.112178717,25,Louisiana,25
2011-01,11.462493254,24,Kentucky,26
2011-01,15.854427529,46,Oregon,27
2011-01,11.304822449,45,Oklahoma,28
2011-01,12.240024916,11,Connecticut,29
2011-01,10.152548550,19,Iowa,30
2011-01,10.679851669,34,Mississippi,31
2011-01,9.473162378,6,Arkansas,32
2011-01,12.874011808,23,Kansas,33
2011-01,14.338592514,55,Utah,34
2011-01,17.450974679,42,Nevada,35
2011-01,13.129752117,41,New Mexico,36
2011-01,8.351447203,61,West Virginia,37
2011-01,12.469998956,38,Nebraska,38
2011-01,12.104743083,20,Idaho,39
2011-01,11.277715744,18,Hawaii,40
2011-01,8.447223030,28,Maine,41
2011-01,10.401082286,39,New Hampshire,42
2011-01,13.458792992,50,Rhode Island,43
2011-01,8.498619131,35,Montana,44
2011-01,13.946015424,13,Delaware,45
2011-01,10.425354462,52,South Dakota,46
2011-01,11.888111888,3,Alaska,47
2011-01,9.330521877,37,North Dakota,48
2011-01,6.839221613,58,Vermont,49
2011-01,13.405292479,12,District of Columbia,50
2011-01,8.984047019,62,Wyoming,51
2011-02,13.376977686,9,California,1
2011-02,10.692302505,54,Texas,2
2011-02,8.593936500,43,New York,3
2011-02,11.734803424,14,Florida,4
2011-02,13.056055417,21,Illinois,5
2011-02,10.514054806,47,Pennsylvania,6
2011-02,11.393061870,44,Ohio,7
2011-02,11.192731289,30,Michigan,8
2011-02,12.732186773,16,Georgia,9
2011-02,10.786962163,36,North Carolina,10
2011-02,10.538756414,40,New Jersey,11
2011-02,11.871529118,56,Virginia,12
2011-02,13.472042904,59,Washington,13
2011-02,11.226029939,26,Massachusetts,14
2011-02,9.422242333,22,Indiana,15
2011-02,16.759560110,8,Arizona,16
2011-02,10.291270250,53,Tennessee,17
2011-02,11.549805951,32,Missouri,18
2011-02,13.481344840,27,Maryland,19
2011-02,9.814504622,60,Wisconsin,20
2011-02,13.348353290,31,Minnesota,21
2011-02,12.345152345,10,Colorado,22
2011-02,10.045619588,4,Alabama,23
2011-02,10.536698063,51,South Carolina,24
2011-02,9.939119354,25,Louisiana,25
2011-02,10.614388237,24,Kentucky,26
2011-02,13.692137706,46,Oregon,27
2011-02,8.901800905,45,Oklahoma,28
2011-02,10.087125551,11,Connecticut,29
2011-02,9.438123402,19,Iowa,30
2011-02,9.478199553,34,Mississippi,31
2011-02,8.089092590,6,Arkansas,32
2011-02,10.660675489,23,Kansas,33
2011-02,12.390006633,55,Utah,34
2011-02,15.462062962,42,Nevada,35
2011-02,10.910017843,41,New Mexico,36
2011-02,8.014448583,61,West Virginia,37
2011-02,10.181020296,38,Nebraska,38
2011-02,11.861623515,20,Idaho,39
2011-02,9.695445655,18,Hawaii,40
2011-02,7.385998715,28,Maine,41
2011-02,8.583333333,39,New Hampshire,42
2011-02,10.644697267,50,Rhode Island,43
2011-02,7.559342666,35,Montana,44
2011-02,12.948227757,13,Delaware,45
2011-02,7.774684087,52,South Dakota,46
2011-02,11.161274141,3,Alaska,47
2011-02,7.265179035,37,North Dakota,48
2011-02,5.783783784,58,Vermont,49
2011-02,12.169491525,12,District of Columbia,50
2011-02,8.517089305,62,Wyoming,51
2011-03,14.600917246,9,California,1
2011-03,13.463727146,54,Texas,2
2011-03,12.283379514,43,New York,3
2011-03,13.231786441,14,Florida,4
2011-03,16.026021703,21,Illinois,5
2011-03,14.755522843,47,Pennsylvania,6
2011-03,15.424650527,44,Ohio,7
2011-03,13.041041735,30,Michigan,8
2011-03,14.326481691,16,Georgia,9
2011-03,12.991645933,36,North Carolina,10
2011-03,13.593550539,40,New Jersey,11
2011-03,13.736438394,56,Virginia,12
2011-03,15.319842038,59,Washington,13
2011-03,16.014805119,26,Massachusetts,14
2011-03,12.788656577,22,Indiana,15
2011-03,17.929766456,8,Arizona,16
2011-03,12.479389394,53,Tennessee,17
2011-03,14.894794226,32,Missouri,18
2011-03,16.058720670,27,Maryland,19
2011-03,12.206151733,60,Wisconsin,20
2011-03,16.482072461,31,Minnesota,21
2011-03,14.995655682,10,Colorado,22
2011-03,12.268622016,4,Alabama,23
2011-03,12.240937015,51,South Carolina,24
2011-03,10.899031812,25,Louisiana,25
2011-03,12.734469110,24,Kentucky,26
2011-03,15.265025324,46,Oregon,27
2011-03,12.095554884,45,Oklahoma,28
2011-03,14.725488963,11,Connecticut,29
2011-03,12.410905203,19,Iowa,30
2011-03,12.091877649,34,Mississippi,31
2011-03,12.495264075,6,Arkansas,32
2011-03,14.304503606,23,Kansas,33
2011-03,14.604419703,55,Utah,34
2011-03,16.266905168,42,Nevada,35
2011-03,14.206363581,41,New Mexico,36
2011-03,10.026954178,61,West Virginia,37
2011-03,14.026879044,38,Nebraska,38
2011-03,12.654579753,20,Idaho,39
2011-03,10.013123360,18,Hawaii,40
2011-03,11.127257629,28,Maine,41
2011-03,11.780258519,39,New Hampshire,42
2011-03,16.164095372,50,Rhode Island,43
2011-03,8.209041508,35,Montana,44
2011-03,14.751582582,13,Delaware,45
2011-03,8.041906448,52,South Dakota,46
2011-03,14.311759344,3,Alaska,47
2011-03,9.293129016,37,North Dakota,48
2011-03,8.271735304,58,Vermont,49
2011-03,14.001922461,12,District of Columbia,50
2011-03,11.166311805,62,Wyoming,51
2011-04,14.103996181,9,California,1
2011-04,13.666004690,54,Texas,2
2011-04,13.272939751,43,New York,3
2011-04,11.798763686,14,Florida,4
2011-04,16.715483766,21,Illinois,5
2011-04,15.336526841,47,Pennsylvania,6
2011-04,14.977368721,44,Ohio,7
2011-04,12.772405375,30,Michigan,8
2011-04,14.057350623,16,Georgia,9
2011-04,12.608346071,36,North Carolina,10
2011-04,14.852607710,40,New Jersey,11
2011-04,13.543239482,56,Virginia,12
2011-04,15.553543888,59,Washington,13
2011-04,17.295604051,26,Massachusetts,14
2011-04,13.442956082,22,Indiana,15
2011-04,15.234817814,8,Arizona,16
2011-04,12.894413332,53,Tennessee,17
2011-04,15.778512397,32,Missouri,18
2011-04,14.994910005,27,Maryland,19
2011-04,13.152313943,60,Wisconsin,20
2011-04,17.601879690,31,Minnesota,21
2011-04,15.586612363,10,Colorado,22
2011-04,12.366617719,4,Alabama,23
2011-04,12.108965999,51,South Carolina,24
2011-04,11.307853243,25,Louisiana,25
2011-04,13.932859770,24,Kentucky,26
2011-04,15.072360405,46,Oregon,27
2011-04,13.112117632,45,Oklahoma,28
2011-04,15.517131778,11,Connecticut,29
2011-04,13.554917248,19,Iowa,30
2011-04,11.677033935,34,Mississippi,31
2011-04,11.493514832,6,Arkansas,32
2011-04,15.768713165,23,Kansas,33
2011-04,14.595558894,55,Utah,34
2011-04,13.135387168,42,Nevada,35
2011-04,13.628974576,41,New Mexico,36
2011-04,11.337209302,61,West Virginia,37
2011-04,17.494165075,38,Nebraska,38
2011-04,12.528306159,20,Idaho,39
2011-04,11.693484148,18,Hawaii,40
2011-04,10.976516052,28,Maine,41
2011-04,11.349979971,39,New Hampshire,42
2011-04,16.541705717,50,Rhode Island,43
2011-04,9.221832264,35,Montana,44
2011-04,15.141447700,13,Delaware,45
2011-04,8.774289985,52,South Dakota,46
2011-04,14.518201285,3,Alaska,47
2011-04,7.801047120,37,North Dakota,48
2011-04,7.611940299,58,Vermont,49
2011-04,13.974530831,12,District of Columbia,50
2011-04,9.918377442,62,Wyoming,51
2011-05,14.107521581,9,California,1
2011-05,14.623548258,54,Texas,2
2011-05,14.594776831,43,New York,3
2011-05,11.118738867,14,Florida,4
2011-05,16.980327092,21,Illinois,5
2011-05,16.193121128,47,Pennsylvania,6
2011-05,15.554357002,44,Ohio,7
2011-05,12.337488961,30,Michigan,8
2011-05,13.483309275,16,Georgia,9
2011-05,12.847337734,36,North Carolina,10
2011-05,15.974832489,40,New Jersey,11
2011-05,13.087762956,56,Virginia,12
2011-05,15.233530989,59,Washington,13
2011-05,18.898046337,26,Massachusetts,14
2011-05,13.651373860,22,Indiana,15
2011-05,13.394557535,8,Arizona,16
2011-05,12.708384325,53,Tennessee,17
2011-05,16.112186332,32,Missouri,18
2011-05,16.427680116,27,Maryland,19
2011-05,13.299858375,60,Wisconsin,20
2011-05,16.331828990,31,Minnesota,21
2011-05,15.052377924,10,Colorado,22
2011-05,11.892404432,4,Alabama,23
2011-05,11.580936851,51,South Carolina,24
2011-05,10.382486160,25,Louisiana,25
2011-05,12.844602935,24,Kentucky,26
2011-05,15.095986038,46,Oregon,27
2011-05,12.743184113,45,Oklahoma,28
2011-05,17.242100233,11,Connecticut,29
2011-05,14.080525284,19,Iowa,30
2011-05,11.094936709,34,Mississippi,31
2011-05,10.742606791,6,Arkansas,32
2011-05,15.672068637,23,Kansas,33
2011-05,14.188664596,55,Utah,34
2011-05,13.171399247,42,Nevada,35
2011-05,14.489079563,41,New Mexico,36
2011-05,10.156703424,61,West Virginia,37
2011-05,16.043932379,38,Nebraska,38
2011-05,12.392122151,20,Idaho,39
2011-05,10.633881526,18,Hawaii,40
2011-05,11.770877046,28,Maine,41
2011-05,14.594956483,39,New Hampshire,42
2011-05,18.076580588,50,Rhode Island,43
2011-05,10.006605020,35,Montana,44
2011-05,16.538227540,13,Delaware,45
2011-05,11.915322581,52,South Dakota,46
2011-05,15.157353886,3,Alaska,47
2011-05,10.462163535,37,North Dakota,48
2011-05,9.982110912,58,Vermont,49
2011-05,15.358819584,12,District of Columbia,50
2011-05,9.562471809,62,Wyoming,51
2011-06,15.356090236,9,California,1
2011-06,15.343631339,54,Texas,2
2011-06,16.183018339,43,New York,3
2011-06,11.306758174,14,Florida,4
2011-06,18.378848203,21,Illinois,5
2011-06,17.712250563,47,Pennsylvania,6
2011-06,17.400622191,44,Ohio,7
2011-06,14.071800595,30,Michigan,8
2011-06,14.375711154,16,Georgia,9
2011-06,13.520617710,36,North Carolina,10
2011-06,17.006038800,40,New Jersey,11
2011-06,14.521561402,56,Virginia,12
2011-06,17.120314945,59,Washington,13
2011-06,20.863294821,26,Massachusetts,14
2011-06,15.949766426,22,Indiana,15
2011-06,12.770237027,8,Arizona,16
2011-06,14.203816549,53,Tennessee,17
2011-06,17.148274800,32,Missouri,18
2011-06,16.866898173,27,Maryland,19
2011-06,14.954218153,60,Wisconsin,20
2011-06,19.066510527,31,Minnesota,21
2011-06,16.698745709,10,Colorado,22
2011-06,13.231829791,4,Alabama,23
2011-06,12.679040448,51,South Carolina,24
2011-06,12.137555666,25,Louisiana,25
2011-06,15.103154305,24,Kentucky,26
2011-06,16.599214203,46,Oregon,27
2011-06,16.070466182,45,Oklahoma,28
2011-06,19.067168434,11,Connecticut,29
2011-06,14.575043591,19,Iowa,30
2011-06,12.567132116,34,Mississippi,31
2011-06,12.230436114,6,Arkansas,32
2011-06,17.532158171,23,Kansas,33
2011-06,15.350730189,55,Utah,34
2011-06,15.114230507,42,Nevada,35
2011-06,15.020141953,41,New Mexico,36
2011-06,10.962684919,61,West Virginia,37
2011-06,18.296857172,38,Nebraska,38
2011-06,13.204465015,20,Idaho,39
2011-06,12.179005857,18,Hawaii,40
2011-06,14.523779003,28,Maine,41
2011-06,15.900330396,39,New Hampshire,42
2011-06,20.104438642,50,Rhode Island,43
2011-06,11.724137931,35,Montana,44
2011-06,17.219668199,13,Delaware,45
2011-06,14.317326842,52,South Dakota,46
2011-06,16.545347236,3,Alaska,47
2011-06,11.992071358,37,North Dakota,48
2011-06,11.318913644,58,Vermont,49
2011-06,15.302144250,12,District of Columbia,50
2011-06,11.458333333,62,Wyoming,51
2011-07,15.358899613,9,California,1
2011-07,15.283461423,54,Texas,2
2011-07,15.348118971,43,New York,3
2011-07,11.420293202,14,Florida,4
2011-07,18.055733916,21,Illinois,5
2011-07,16.882984264,47,Pennsylvania,6
2011-07,16.968983739,44,Ohio,7
2011-07,14.195340538,30,Michigan,8
2011-07,14.075989062,16,Georgia,9
2011-07,13.382883730,36,North Carolina,10
2011-07,15.773549385,40,New Jersey,11
2011-07,14.364191542,56,Virginia,12
2011-07,16.743413840,59,Washington,13
2011-07,17.713231355,26,Massachusetts,14
2011-07,15.143992056,22,Indiana,15
2011-07,12.761014058,8,Arizona,16
2011-07,13.677414296,53,Tennessee,17
2011-07,16.590148254,32,Missouri,18
2011-07,15.925360621,27,Maryland,19
2011-07,15.049280419,60,Wisconsin,20
2011-07,18.981947038,31,Minnesota,21
2011-07,17.021980619,10,Colorado,22
2011-07,12.593390981,4,Alabama,23
2011-07,12.757557918,51,South Carolina,24
2011-07,11.532542322,25,Louisiana,25
2011-07,15.079949154,24,Kentucky,26
2011-07,16.821477118,46,Oregon,27
2011-07,15.686402934,45,Oklahoma,28
2011-07,17.196386751,11,Connecticut,29
2011-07,14.245001754,19,Iowa,30
2011-07,12.696417348,34,Mississippi,31
2011-07,12.118724618,6,Arkansas,32
2011-07,17.105076070,23,Kansas,33
2011-07,14.792053737,55,Utah,34
2011-07,15.550969392,42,Nevada,35
2011-07,14.805308627,41,New Mexico,36
2011-07,10.596373546,61,West Virginia,37
2011-07,18.686041752,38,Nebraska,38
2011-07,12.655999171,20,Idaho,39
2011-07,12.141044477,18,Hawaii,40
2011-07,13.654342218,28,Maine,41
2011-07,15.922822062,39,New Hampshire,42
2011-07,18.255900095,50,Rhode Island,43
2011-07,11.465798046,35,Montana,44
2011-07,16.355727405,13,Delaware,45
2011-07,15.200648561,52,South Dakota,46
2011-07,17.467411546,3,Alaska,47
2011-07,12.676056338,37,North Dakota,48
2011-07,10.676458127,58,Vermont,49
2011-07,14.405684755,12,District of Columbia,50
2011-07,10.524308866,62,Wyoming,51
2011-08,14.686937266,9,California,1
2011-08,14.083982702,54,Texas,2
2011-08,13.379463535,43,New York,3
2011-08,10.769253256,14,Florida,4
2011-08,17.172859599,21,Illinois,5
2011-08,15.648951573,47,Pennsylvania,6
2011-08,16.330945735,44,Ohio,7
2011-08,13.409400818,30,Michigan,8
2011-08,13.454252699,16,Georgia,9
2011-08,12.119444057,36,North Carolina,10
2011-08,13.640844124,40,New Jersey,11
2011-08,12.625695063,56,Virginia,12
2011-08,15.750399399,59,Washington,13
2011-08,16.608367424,26,Massachusetts,14
2011-08,15.157160411,22,Indiana,15
2011-08,12.129140982,8,Arizona,16
2011-08,13.177407186,53,Tennessee,17
2011-08,15.755126431,32,Missouri,18
2011-08,14.435839495,27,Maryland,19
2011-08,14.155582009,60,Wisconsin,20
2011-08,17.758846658,31,Minnesota,21
2011-08,15.150026154,10,Colorado,22
2011-08,12.167736581,4,Alabama,23
2011-08,11.942931525,51,South Carolina,24
2011-08,11.330391233,25,Louisiana,25
2011-08,14.234489111,24,Kentucky,26
2011-08,16.655850569,46,Oregon,27
2011-08,14.151280138,45,Oklahoma,28
2011-08,15.421148205,11,Connecticut,29
2011-08,14.352291361,19,Iowa,30
2011-08,11.308552053,34,Mississippi,31
2011-08,10.996316213,6,Arkansas,32
2011-08,15.734726537,23,Kansas,33
2011-08,14.386770355,55,Utah,34
2011-08,15.213406651,42,Nevada,35
2011-08,13.941813343,41,New Mexico,36
2011-08,10.608782435,61,West Virginia,37
2011-08,17.726396917,38,Nebraska,38
2011-08,12.807856445,20,Idaho,39
2011-08,12.180568167,18,Hawaii,40
2011-08,13.506002668,28,Maine,41
2011-08,14.548075718,39,New Hampshire,42
2011-08,15.608828810,50,Rhode Island,43
2011-08,11.851784579,35,Montana,44
2011-08,15.052003082,13,Delaware,45
2011-08,12.477997262,52,South Dakota,46
2011-08,16.533333333,3,Alaska,47
2011-08,11.606736459,37,North Dakota,48
2011-08,10.691395063,58,Vermont,49
2011-08,11.792937950,12,District of Columbia,50
2011-08,11.863159831,62,Wyoming,51
2011-09,14.652763509,9,California,1
2011-09,13.458345168,54,Texas,2
2011-09,14.143339786,43,New York,3
2011-09,10.535332695,14,Florida,4
2011-09,16.838621211,21,Illinois,5
2011-09,15.685309883,47,Pennsylvania,6
2011-09,15.531227940,44,Ohio,7
2011-09,13.329723764,30,Michigan,8
2011-09,12.817755561,16,Georgia,9
2011-09,11.926613751,36,North Carolina,10
2011-09,14.239824996,40,New Jersey,11
2011-09,13.469473495,56,Virginia,12
2011-09,15.982608696,59,Washington,13
2011-09,18.847019907,26,Massachusetts,14
2011-09,13.969321631,22,Indiana,15
2011-09,11.716834065,8,Arizona,16
2011-09,12.223394453,53,Tennessee,17
2011-09,14.871503262,32,Missouri,18
2011-09,14.936198182,27,Maryland,19
2011-09,13.149492017,60,Wisconsin,20
2011-09,16.957330251,31,Minnesota,21
2011-09,13.744626467,10,Colorado,22
2011-09,11.288252715,4,Alabama,23
2011-09,11.369735571,51,South Carolina,24
2011-09,11.082702331,25,Louisiana,25
2011-09,13.323705246,24,Kentucky,26
2011-09,15.159519826,46,Oregon,27
2011-09,13.093085194,45,Oklahoma,28
2011-09,17.472035794,11,Connecticut,29
2011-09,14.217469431,19,Iowa,30
2011-09,10.538043122,34,Mississippi,31
2011-09,10.375862512,6,Arkansas,32
2011-09,15.479742084,23,Kansas,33
2011-09,14.066297268,55,Utah,34
2011-09,13.894905498,42,Nevada,35
2011-09,13.643795797,41,New Mexico,36
2011-09,10.288394372,61,West Virginia,37
2011-09,18.035863219,38,Nebraska,38
2011-09,12.328906528,20,Idaho,39
2011-09,12.557618039,18,Hawaii,40
2011-09,12.091038407,28,Maine,41
2011-09,14.308038505,39,New Hampshire,42
2011-09,18.217258455,50,Rhode Island,43
2011-09,10.083132207,35,Montana,44
2011-09,15.691121218,13,Delaware,45
2011-09,12.487785812,52,South Dakota,46
2011-09,16.526200073,3,Alaska,47
2011-09,11.077057793,37,North Dakota,48
2011-09,9.032871502,58,Vermont,49
2011-09,14.077834179,12,District of Columbia,50
2011-09,10.581523739,62,Wyoming,51
2011-10,14.365050744,9,California,1
2011-10,13.011628671,54,Texas,2
2011-10,13.448563306,43,New York,3
2011-10,10.432436431,14,Florida,4
2011-10,16.174865445,21,Illinois,5
2011-10,15.168053989,47,Pennsylvania,6
2011-10,14.465769456,44,Ohio,7
2011-10,12.700641214,30,Michigan,8
2011-10,12.296325615,16,Georgia,9
2011-10,11.124886577,36,North Carolina,10
2011-10,13.720545267,40,New Jersey,11
2011-10,13.060653944,56,Virginia,12
2011-10,15.293451060,59,Washington,13
2011-10,18.341008360,26,Massachusetts,14
2011-10,13.758480326,22,Indiana,15
2011-10,12.360261548,8,Arizona,16
2011-10,11.431984353,53,Tennessee,17
2011-10,13.728704498,32,Missouri,18
2011-10,15.267675627,27,Maryland,19
2011-10,12.029659332,60,Wisconsin,20
